deliveries	0.6479635834693909
shipments	0.6248970031738281
flows	0.5208032131195068
exports	0.5055158734321594
supply	0.5014612674713135
delivery	0.4939917325973511
aid	0.4814058840274811
transfers	0.4803593158721924
suppliers	0.47983217239379883
alternatives	0.47699984908103943
medicines	0.46559035778045654
equipments	0.46441909670829773
humanitarian-aid	0.46341967582702637
ammunitions	0.4628399908542633
supplie	0.46124446392059326
sales	0.45951536297798157
essentials	0.44154107570648193
plans	0.4408821165561676
provision	0.4405840039253235
terminals	0.43963703513145447
resupplies	0.4391968846321106
re-export	0.4382273852825165
stockpiles	0.43328991532325745
humanitarian-assistance	0.4321320354938507
assistance	0.4264521300792694
production	0.42604559659957886
purchases	0.4245299994945526
costs	0.42386507987976074
cheques	0.4236668050289154
systems	0.4212574362754822
gas-flow	0.42113786935806274
goods	0.4203454852104187
armaments	0.4200517237186432
necessities	0.41999551653862
taster	0.4198952317237854
flow	0.4193616211414337
transit	0.4186745584011078
resources	0.41707175970077515
high-grade	0.41690942645072937
incentives	0.41479310393333435
consumptio	0.4142340123653412
requests	0.4125377833843231
transports	0.4105224311351776
components	0.410476416349411
subsidies	0.4087798297405243
imports	0.4079403579235077
technological-innovations	0.4076249301433563
brethre	0.4065416157245636
willing	0.4064999222755432
medicine	0.4014367163181305
amounts	0.4004472494125366
grains	0.40019139647483826
packages	0.3999185562133789
mobilizes	0.39935576915740967
reserves	0.3975541293621063
scarcity	0.39745232462882996
high-performance	0.3933815360069275
struggles	0.392641544342041
interdependency	0.39232486486434937
shipment	0.39226946234703064
equipment	0.3916246294975281
items	0.3905344009399414
generators	0.3903641402721405
diversification	0.3901931047439575
kits	0.3897671103477478
capacity	0.3889022469520569
medical-equipment	0.3882167637348175
capacities	0.38803040981292725
manufacturers	0.386738657951355
efforts	0.3862711787223816
ability	0.3860864043235779
spare-parts	0.3852611482143402
sourcing	0.3843314051628113
consumption	0.3839370608329773
demands	0.3827400207519531
could	0.3819217383861542
mineral-resources	0.3814680576324463
wepons	0.38005176186561584
consignment	0.3792060315608978
ration	0.37800154089927673
global-markets	0.3754291832447052
inventories	0.3754142224788666
expenditure	0.37532177567481995
self-sufficiency	0.37524139881134033
sells	0.37475913763046265
supplier	0.3745506703853607
dependance	0.37449076771736145
shortages	0.3743281066417694
transport	0.37390872836112976
shortfall	0.3730783462524414
dictatorships--oil	0.37285417318344116
delays	0.3726147711277008
pumps	0.37099704146385193
gas-flows	0.3706871569156647
fertilizers	0.37035176157951355
asap	0.3702051639556885
utilities	0.3692063093185425
generator	0.3684212565422058
raw-materials	0.3682810664176941
producers	0.3674638569355011
levies	0.36733636260032654
quantities	0.36705881357192993
export	0.366571307182312
internet-service	0.3664572834968567
neon	0.3657779395580292
liquified	0.3656518757343292
contracts	0.36559268832206726
bottleneck	0.365511029958725
stoppages	0.36536166071891785
rations	0.36493194103240967
cutoffs	0.3643019497394562
procurements	0.3637569844722748
mig's	0.36345598101615906
minerals	0.3629150092601776
tasters	0.3627474308013916
shale	0.36207902431488037
weapons	0.36191651225090027
weapon-systems	0.3608136475086212
enuf	0.3601139783859253
petroleum-production	0.35983625054359436
refusing	0.35921138525009155
sectors	0.3585171699523926
shortage	0.3573736548423767
manufacturing-industry	0.35735076665878296
routes	0.3568871021270752
pulses	0.35646212100982666
reliance	0.3562657833099365
begs	0.3554883599281311
equipm	0.35541480779647827
stocks	0.35472264885902405
food	0.3535104990005493
meds	0.35202792286872864
options	0.3516158163547516
vows	0.35020512342453003
marders	0.3500286042690277
buyers	0.3491990268230438
staples	0.3490528166294098
carriers	0.3485132157802582
coal	0.3483606278896332
free-flight	0.34784984588623047
foods	0.34764477610588074
pipes	0.347307950258255
dependencies	0.3473028242588043
leos	0.34664344787597656
lead-times	0.34658169746398926
microchips	0.3461892306804657
flights	0.34520748257637024
mixer	0.34506043791770935
shi	0.3449910283088684
provisions	0.34464290738105774
burden	0.3445253372192383
equip	0.3433631956577301
deposits	0.3433399796485901
high-tech	0.3429239094257355
fertili	0.342760294675827
orane	0.3422391712665558
tariffs	0.3421766459941864
renewables	0.34191206097602844
smartphones	0.34183770418167114
affordability	0.3417501747608185
hardware	0.34147340059280396
evs	0.3412334620952606
nuclear-fuel	0.3407541811466217
backfill	0.33992326259613037
salt	0.3399161398410797
assemblies	0.3397614359855652
funds	0.3395962715148926
kit	0.33886685967445374
developing-nations	0.3386012315750122
power-generation	0.33804455399513245
it'll	0.3377905488014221
#embargorussianenergynow	0.3375430405139923
power-supply	0.3373415768146515
commitments	0.3369791507720947
begging	0.3366152346134186
pantries	0.33641350269317627
iskcon's	0.33633023500442505
insecur	0.3361347019672394
staple	0.33611130714416504
kvitneve	0.3360661566257477
demand	0.3355526328086853
north-sea	0.3354319632053375
heat-pumps	0.3353256285190582
products	0.3348470628261566
